,Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap
1917,TRIQ,TRAQIQ INC,OTCQB,2.27,,0,Common Stock,USA,Washington,
1918,VYND,VYNLEADS INC,OTCQB,0.275,,0,Common Stock,USA,South Carolina,
1919,GJCU,GJ CULTURE GROUP US INC,OTCQB,0.75,,0,Common Stock,USA,California,
1920,GNRSW,GREENROSE ACQ CORP WTS,OTCQB,0.105,-19.8473,185400,Warrants,USA,New York,
1921,XESP,ELECTRONIC SERVITOR PUBN,OTCQB,0.1659,,0,Common Stock,USA,Minnesota,
1922,AMHG,AMERGENT HOSPITALITY GRP,OTCQB,0.116,5.4545,600,Common Stock,USA,North Carolina,
1923,ODII,ODYSSEY SEMCONDCTR TECH,OTCQB,0.951,-4.8524,270,Common Stock,USA,New York,
1924,FTCO,FORTITUDE GOLD CORP,OTCQB,5.45,-5.0523,59671,Common Stock,USA,Colorado,
1925,UPYY,UPAY INC,OTCQB,0.8,0.0,300,Common Stock,USA,Texas,
1926,TGCB,TEGO CYBER INC,OTCQB,0.51,,0,Common Stock,USA,Nevada,
1927,GMGT,GAMING TECHNOLOGIES INC,OTCQB,0.2501,,0,Common Stock,USA,Nevada,
1928,PSYBF,PSYBIO THERAPEAUTICS CORP,OTCQB,0.127,-6.4457,1000,Foreign Ordinary Shares,USA,Florida,
1929,WBSR,WEBSTAR TECHNOLOGY GROUP,OTCQB,0.125,,0,Common Stock,USA,Florida,
1930,RVLWF,REVITALIST LIFESTYLE WLNS,OTCQB,0.0421,,0,Foreign Ordinary Shares,USA,Tennessee,
1931,TZUP,THUMZUP MEDIA CORP,OTCQB,7.1,,0,Common Stock,USA,Nevada,
1932,ARMM,ARMM INC,OTCQB,1.05,,0,Common Stock,USA,Nevada,
1933,IWINF,IRWIN NATURALS SUB VTS,OTCQB,1.0802,-39.9889,590,Foreign Ordinary Shares,USA,California,
1934,SPTY,SPECIFICITY INC,OTCQB,1.25,,0,Common Stock,USA,Florida,
1935,NPRFF,NEPRA FOODS INC,OTCQB,0.082,-8.8889,15079,Foreign Ordinary Shares,USA,Colorado,
1936,NOWG,NOWIGENCE INC A,OTCQB,0.35,-12.5,72000,Common Stock,USA,North Carolina,
1937,NBLD,NESTBUILDER.COM CORP,OTCQB,0.05,0.0,17011,Common Stock,USA,New Jersey,
1938,RTGN,RETINALGENIX TECHNOLOGIES,OTCQB,8.0,,0,Common Stock,USA,California,
1939,ALMU,AELUMA INC,OTCQB,0.0,,0,Common Stock,USA,California,
1940,ACUT,ACCUSTEM SCIENCES INC,OTCQB,0.51,27.5,963,Common Stock,USA,New York,
1941,GLIV,GRAYSCALE LIVEPEER TR,OTCQB,4.0,,15,Common Stock,USA,Connecticut,
1942,GLNK,GRAYSCALE CHAINLINK TR,OTCQB,12.25,-9.9265,304,Common Stock,USA,Connecticut,
1943,FILG,GRAYSCALE FILECOIN TR,OTCQB,31.0,-3.125,210,Common Stock,USA,Connecticut,
1944,GBAT,GRAYSCALE BSC ATTN TKN TR,OTCQB,2.51,,0,Common Stock,USA,Connecticut,
1945,VWFB,VWF BANCORP INC,OTCQB,14.0,0.0,100,Common Stock,USA,Ohio,
1946,OSOL,OSPREY SOLANA TRUST,OTCQB,1.15,-4.9587,4090,Other Security Type,USA,Connecticut,
1947,OKMN,OKMIN RESOURCES INC,OTCQB,0.0,,0,Common Stock,USA,California,
1948,WFCNP,WELLS FARGO & CO D/E PFD,Pink Current,1.57,,1,Preferred Stock,,,
1949,WWRL,WORLD WIRELESS COMMUN INC,Pink Current,0.0298,,3,Common Stock,,,
1950,WAKHF,WAI KEE HLDG LTD,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
1951,YNSKF,KING STONE ENGY GROUP LTD,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
1952,DTTLF,DATATEC LTD,Pink Current,2.36,,0,Foreign Ordinary Shares,,,
1953,DTTLY,DATATEC LTD SA UNSP/ADR,Pink Current,5.61,,0,ADRs,,,
1954,FRNWF,FUTURE PLC ORD NEW,Pink Current,16.0,,0,Foreign Ordinary Shares,,,
1955,EMNSF,ELEMENTIS 1998 PLC,Pink Current,1.11,,0,Foreign Ordinary Shares,,,
1956,WHWRF,WORLD HOUSEWARE,Pink Current,0.09,,0,Foreign Ordinary Shares,,,
1957,CGROF,CHARACTER GROUP PLC,Pink Current,6.95,,0,Foreign Ordinary Shares,,,
1958,ETIVF,UNBOUND GROUP PLC,Pink Current,0.9185,,0,Foreign Ordinary Shares,,,
1959,TXEMF,TEMPLETON EMRGNG MKT NEW,Pink Current,1.85,,0,Foreign Ordinary Shares,,,
1960,TCLHF,TCL ELECTRONICS HLDGS LTD,Pink Current,0.3469,-8.8185,2787,Foreign Ordinary Shares,,,
1961,ZMPLF,ZIMPLATS HLDGS LTD ORD,Pink Current,15.6101,,0,Foreign Ordinary Shares,,,
1962,FRWDF,FAIRWOOD HLDGS LTD,Pink Current,1.81,,0,Foreign Ordinary Shares,,,
1963,RTBBF,RATHBONES GROUP PLC,Pink Current,20.35,,0,Foreign Ordinary Shares,,,
1964,CFCGF,CAFE DE CORAL HLDGS LTD,Pink Current,1.69,,4,Foreign Ordinary Shares,,,
1965,CFCGY,CAFE DE CORAL HL UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
1966,DEITF,DEVRO INTL PLC ORD,Pink Current,2.81,,0,Foreign Ordinary Shares,,,
1967,GCHHF,GOOCHT HOUSEGO PLC ORD,Pink Current,2.08,,0,Foreign Ordinary Shares,,,
1968,CXGEF,COMPUTER & TECHS HLDGS,Pink Current,0.31,,0,Foreign Ordinary Shares,,,
1969,CLVCF,CLOVER CORP LTD,Pink Current,0.15,,0,Foreign Ordinary Shares,,,
1970,PDGNF,PENDRAGON PLC ORD,Pink Current,0.2,,0,Foreign Ordinary Shares,,,
1971,XAARF,XAAR PLC ORD,Pink Current,2.26,,0,Foreign Ordinary Shares,,,
1972,QGLHF,QINGLING MOTORS CO LTD H,Pink Current,0.155,,0,Foreign Ordinary Shares,,,
1973,CEVMF,CTS EVENTIM AG & CO KGAA,Pink Current,49.57,,0,Foreign Ordinary Shares,,,
1974,CEVMY,CTS EVENTIM AG ADR,Pink Current,13.31,,0,ADRs,,,
1975,TTGPF,TT ELECTRONICS PLC ORD,Pink Current,1.99,,0,Foreign Ordinary Shares,,,
1976,RATIY,RATIONAL AG ADR,Pink Current,31.0,,0,ADRs,,,
1977,RTLLF,RATIONAL AG LNDSBERG,Pink Current,420.0,,0,Foreign Ordinary Shares,,,
1978,PXSTF,PHOENIX MEDIA INV,Pink Current,0.02,-55.5556,17421,Foreign Ordinary Shares,,,
1979,KISLF,GROUP 6 METALS LTD,Pink Current,0.03,,0,Foreign Ordinary Shares,,,
1980,SARTF,SARTORIUS AG ORD,Pink Current,330.0,,0,Foreign Ordinary Shares,,,
1981,SUVPF,SARTORIUS AG PFD W/O,Pink Current,352.26,,0,Preferred Stock,,,
1982,TEUUF,EUROPEAN SMALLER COS TR,Pink Current,1.96,,0,Foreign Ordinary Shares,,,
1983,TGRNF,TONG REN TANG TECHS,Pink Current,0.62,,0,Foreign Ordinary Shares,,,
1984,FEPTY,FAR EAST PHARM TECH S/ADR,Pink Current,0.0,,0,ADRs,,,
1985,IREHF,INTEGRATED RESEARCH LTD,Pink Current,0.5,,0,Foreign Ordinary Shares,,,
1986,CAOLF,CHINA AVIATION OIL SNGAPR,Pink Current,0.62,,0,Foreign Ordinary Shares,,,
1987,IRSMF,IRESS LTD,Pink Current,5.96,,0,Foreign Ordinary Shares,,,
1988,DRMMF,DREAM INTL LTD ORD,Pink Current,0.3,,0,Foreign Ordinary Shares,,,
1989,CWVWF,LITHOQUEST RESOURCES INC,Pink Current,0.07,,0,Foreign Ordinary Shares,,,
1990,WHGPF,WAREHOUSE GROUP ORD NEW,Pink Current,2.11,,0,Foreign Ordinary Shares,,,
1991,SMGLF,SAN MIGUEL BREWERY LTD,Pink Current,0.17,,0,Foreign Ordinary Shares,,,
1992,ICHGF,INTERCONTL HOTLS ORD NEW,Pink Current,52.7,,0,Foreign Ordinary Shares,,,
1993,TAPCF,TAI PING CARPETS INTL,Pink Current,0.2,,0,Foreign Ordinary Shares,,,
1994,BVHMF,VISTRY GROUP PLC,Pink Current,6.54,-12.8,800,Foreign Ordinary Shares,,,
1995,BVHMY,VISTRY GROUP PLC UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
1996,FOSHY,FOUNTAIN SET HLDG ADR,Pink Current,0.0,,0,ADRs,,,
1997,KMRPF,KENMARE RESOURCES LTD NEW,Pink Current,3.939,,0,Foreign Ordinary Shares,,,
1998,THNOF,TECHNOLOGY ONE LTD,Pink Current,8.2,,0,Foreign Ordinary Shares,,,
1999,STMZF,SCOTTISH MTG INVT TR ORD,Pink Current,8.67,0.0,38118,Foreign Ordinary Shares,,,
2000,DNGFF,DONG FANG ELEC MACH CO,Pink Current,0.97,,0,Foreign Ordinary Shares,,,
2001,PRRUF,IMMUTEP LTD ORD,Pink Current,0.17,,0,Foreign Ordinary Shares,,,
2002,ORWHF,ORIENTAL WATCH HOLDINGS,Pink Current,0.2,,0,Foreign Ordinary Shares,,,
2003,RCTUF,REEF CASINO TR UTS,Pink Current,1.9,,0,Foreign Ordinary Shares,,,
2004,NJMVF,NICHOLAS (J.N.) VIMTO PLC,Pink Current,19.090887,,0,Foreign Ordinary Shares,,,
2005,EHITF,EDINBURGH INVST TR,Pink Current,8.43,,0,Foreign Ordinary Shares,,,
2006,AVIJF,AVICHINA INDUSTRY&TECH H,Pink Current,0.5263,,0,Foreign Ordinary Shares,,,
2007,AOTUF,PRECINCT PROPERTIES NZ,Pink Current,0.87,,0,Foreign Ordinary Shares,,,
2008,WKPPF,WORKSPACE GROUP PLC ORD,Pink Current,6.5,,0,Foreign Ordinary Shares,,,
2009,YNAJF,YANTAI NRTH ANDRE JUICE,Pink Current,0.835,,0,Foreign Ordinary Shares,,,
2010,HCINF,HC GROUP INC,Pink Current,0.25,,0,Foreign Ordinary Shares,,,
2011,CKNHF,CLARKSON HORACE PLC ORD,Pink Current,28.26,3.5734,899,Foreign Ordinary Shares,,,
2012,AEPLF,ANGLO ESTRN PLNTION ORD,Pink Current,7.0,,0,Foreign Ordinary Shares,,,
2013,WKGBF,SANDERSON DESIGN GRP PLC,Pink Current,1.91,,0,Foreign Ordinary Shares,,,
2014,STAOF,SING TAO NEWS CORP LTD,Pink Current,0.061,,0,Foreign Ordinary Shares,,,
2015,LNGHY,LAI FUNG HOLDINGS LTD ADR,Pink Current,0.0,,0,ADRs,,,
2016,FBIHF,TIMES UNIVERSAL GROUP HLD,Pink Current,0.048,,0,Foreign Ordinary Shares,,,
2017,DUSCF,DEUTSCHE EUROSHOP AG AKT,Pink Current,22.95,,0,Foreign Ordinary Shares,,,
2018,FLIVF,F&C INVESTMENT TRUST PLC,Pink Current,10.71,,0,Foreign Ordinary Shares,,,
2019,CVNZF,COMVITA NEW ZEALAND LTD,Pink Current,2.08,,0,Foreign Ordinary Shares,,,
2020,DHSBF,DAH SING BANKING GRP ORD,Pink Current,1.95,,0,Foreign Ordinary Shares,,,
2021,FGWLF,FLUGHAFEN WIEN AG ORD NEW,Pink Current,29.1,,0,Foreign Ordinary Shares,,,
2022,HACOF,HANISON CONSTR HLDGS LTD,Pink Current,0.15,,0,Foreign Ordinary Shares,,,
2023,MNKIF,MONKS INVST TRUST PLC ORD,Pink Current,10.65,,0,Foreign Ordinary Shares,,,
2024,CPWIF,CHINA POWER INTL DEV ORD,Pink Current,0.5156,,0,Foreign Ordinary Shares,,,
2025,CHVKF,CHINA VANKE CO LTD. ORD,Pink Current,1.91,,0,Foreign Ordinary Shares,,,
2026,CHVKY,CHINA VANKE UNSP/ADR,Pink Current,1.0,,0,ADRs,,,
2027,AOECF,AFERIAN PLC,Pink Current,1.58,,0,Foreign Ordinary Shares,,,
2028,AGYTF,ALLERGY THERAPEUTICS PLC,Pink Current,0.243,,0,Foreign Ordinary Shares,,,
2029,RKNLF,RECKON LTD ORD,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
2030,SEIGF,SEMPERIT AG HOLDING ORD,Pink Current,23.44,,0,Foreign Ordinary Shares,,,
2031,SEIGY,SEMPERIT AG HLDG UNSP/ADR,Pink Current,4.2,,0,ADRs,,,
2032,MXGBF,MOLSON COORS CDA INC B,Pink Current,49.847,,0,Foreign Ordinary Shares,,,
2033,VOYRF,VALOR RES LTD,Pink Current,0.003,,5,Foreign Ordinary Shares,,,
2034,TVAGF,TVA GROUP INC B ORD,Pink Current,2.5,,0,Foreign Ordinary Shares,,,
2035,DUERF,DUERR A G,Pink Current,21.63,,0,Foreign Ordinary Shares,,,
2036,LOQPF,ACCESSO TECHNOLOGY GRP,Pink Current,7.4099,,0,Foreign Ordinary Shares,,,
2037,CYLTF,CITY OF LONDON INVST ORD,Pink Current,4.91,,0,Foreign Ordinary Shares,,,
2038,TEPBF,TEMPLE BAR INVST TR NEW,Pink Current,2.64,,0,Foreign Ordinary Shares,,,
2039,VLXGF,VOLEX GROUP PLC ORD,Pink Current,2.95,,0,Foreign Ordinary Shares,,,
2040,RBMTF,RAMBLER METALS&MNG NEW,Pink Current,0.094,,0,Foreign Ordinary Shares,,,
2041,SBSTF,SBS TRANSIT LTD,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
2042,FLRAF,ESSENTRA PLC ORD,Pink Current,2.67,,0,Foreign Ordinary Shares,,,
2043,GCLMF,GCM RESOURCES PLC,Pink Current,0.035,,0,Foreign Ordinary Shares,,,
2044,SADMF,SANATANA RESOURCES NEW,Pink Current,0.0603,,32810,Foreign Ordinary Shares,,,
2045,AGXKF,ANGLO ASIAN MNG PLC ORD,Pink Current,0.93,,0,Foreign Ordinary Shares,,,
2046,PCASF,PACIFIC ASSETS TRUST ORD,Pink Current,3.7303,,0,Foreign Ordinary Shares,,,
2047,AWAEF,SIIC ENVIRONMENT HLDG NEW,Pink Current,0.14,,0,Foreign Ordinary Shares,,,
2048,CYUFF,CHINA YURUN FOOD GRP LTD,Pink Current,0.1,,0,Foreign Ordinary Shares,,,
2049,PREUF,PROSPERITY RE INVST TR,Pink Current,0.361,,0,Fund,,,
2050,SZDEF,DONGJIANG ENVIRNMNTL H,Pink Current,0.52,,0,Foreign Ordinary Shares,,,
2051,CIMEF,CIMC ENRIC HLDGS LTD ORD,Pink Current,1.17,,0,Foreign Ordinary Shares,,,
2052,KWLDY,KOWLOON DEV CO UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2053,KNKZF,KWS KLEINWANZLEBENER SAAT,Pink Current,59.76,,0,Foreign Ordinary Shares,,,
2054,MAPGF,MAPLETREE LOGISTICS TR UT,Pink Current,1.18,,0,Foreign Ordinary Shares,,,
2055,GLVNF,GALLANT VENTURE LTD ORD,Pink Current,0.05,,0,Foreign Ordinary Shares,,,
2056,FTWYF,FREIGHTWAYS LTD ORD,Pink Current,5.2,,0,Foreign Ordinary Shares,,,
2057,FTWYY,FREIGHTWAYS LTD UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2058,GTWCF,GREENTOWN CHINA HLDGS LTD,Pink Current,1.63,,0,Foreign Ordinary Shares,,,
2059,PMCUF,PRO MEDICUS LTD ORD,Pink Current,34.13,-5.9002,742,Foreign Ordinary Shares,,,
2060,CHVEF,CHARISMA ENERGY SVCS ORD,Pink Current,0.0002,,0,Foreign Ordinary Shares,,,
2061,KLKNF,KLOECKNER & CO AG,Pink Current,9.99,,0,Other Security Type,,,
2062,BRAGF,BAUER AG ORD,Pink Current,8.84,,0,Foreign Ordinary Shares,,,
2063,LJUIF,SSY GROUP LTD,Pink Current,0.54,,0,Foreign Ordinary Shares,,,
2064,CTUNF,CLEAN SEAS SEAFOOD LTD,Pink Current,0.4,,0,Foreign Ordinary Shares,,,
2065,GPEAF,GREAT PORTLAND ORD NEW,Pink Current,4.42,-26.3333,617,Foreign Ordinary Shares,,,
2066,MICFF,MINT INCOME FUND TR UTS,Pink Current,5.415,,0,Units,,,
2067,VNMHF,VIETNAM HOLDINGS LTD ORD,Pink Current,3.324,,0,Foreign Ordinary Shares,,,
2068,TSPCF,CLEANAWAY WASTE MGMT LTD,Pink Current,1.86,,0,Foreign Ordinary Shares,,,
2069,YUGVF,YOUGOV PLC ORD,Pink Current,11.639855,,0,Foreign Ordinary Shares,,,
2070,HKGEF,HONG KONG ECONOMIC TIMES,Pink Current,0.15,,0,Foreign Ordinary Shares,,,
2071,MNXMF,AUTECO MINERALS LTD ORD,Pink Current,0.05,,0,Foreign Ordinary Shares,,,
2072,GPTGF,GPT GROUP STAPLED SEC,Pink Current,2.75,,0,Foreign Ordinary Shares,,,
2073,DDCCF,DIC ASSET AG,Pink Current,8.11,-1.816,400,Foreign Ordinary Shares,,,
2074,AITVF,ASIAN TV NETWORK INTL LTD,Pink Current,0.1045,,0,Foreign Ordinary Shares,,,
2075,SRBIF,SERABI GOLD PLC,Pink Current,0.35,,0,Foreign Ordinary Shares,,,
2076,KREVF,KEPPEL REIT UNIT REIT,Pink Current,0.7402,-3.039,296,Fund,,,
2077,PPZRF,WESTERN ATLAS RES INC CDA,Pink Current,0.04174,,0,Foreign Ordinary Shares,,,
2078,ACSYF,ACCSYS TECHNOLOGIES PLC,Pink Current,1.97,,0,Foreign Ordinary Shares,,,
2079,EDEYF,EDEN ENERGY LTD ORD,Pink Current,0.0099,,0,Foreign Ordinary Shares,,,
2080,TSLLF,TASSAL GROUP LTD ORD,Pink Current,3.25,-4.4118,100,Foreign Ordinary Shares,,,
2081,VILGF,YOURGENE HEALTH PLC,Pink Current,0.138,,0,Foreign Ordinary Shares,,,
2082,AUEEF,AURA ENERGY LTD ORD,Pink Current,0.18,,0,Foreign Ordinary Shares,,,
2083,KMNCF,KINGSMEN CREATIVES ORD,Pink Current,0.2195,,0,Foreign Ordinary Shares,,,
2084,NOURF,NORTHERN URANIUM LTD ORD,Pink Current,0.022,,0,Foreign Ordinary Shares,,,
2085,YUXXF,YUEXIU REIT UNITS,Pink Current,0.3801,,0,Fund,,,
2086,ALVNF,ALVIVA HLDGS LTD,Pink Current,1.39,,0,Foreign Ordinary Shares,,,
2087,FAMDF,FUTURA MEDICAL PLC ORD,Pink Current,0.8,,0,Foreign Ordinary Shares,,,
2088,RSTGF,RESTAURANT GROUP PLC ORD,Pink Current,0.4257,,0,Foreign Ordinary Shares,,,
2089,CLSZF,CHINA OIL & GAS GROUP LTD,Pink Current,0.02275,,0,Foreign Ordinary Shares,,,
2090,SFRRF,SANDFIRE RESOURCES NL ORD,Pink Current,2.43,-5.3738,425,Foreign Ordinary Shares,,,
2091,SNDFY,SANDFIRE RES NL UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2092,BUGLF,BLUEGLASS LTD ORD,Pink Current,0.028,,0,Foreign Ordinary Shares,,,
2093,LESAF,LE SAUNDA HLDGS LTD ORD,Pink Current,0.071,,0,Foreign Ordinary Shares,,,
2094,ROWKF,RENOWORKS SOFTWARE INC,Pink Current,0.24,,0,Foreign Ordinary Shares,,,
2095,APCDF,A CAP ENERGY LTD,Pink Current,0.067,,0,Foreign Ordinary Shares,,,
2096,OMHLF,OM HOLDINGS LTD ORD,Pink Current,0.63,,0,Foreign Ordinary Shares,,,
2097,SLVFF,SILVERLAKE AXIS LTD ORD,Pink Current,0.302,,0,Foreign Ordinary Shares,,,
2098,CDHSF,CDL HOSPITALITY TR STPLD,Pink Current,0.927988,,0,Foreign Ordinary Shares,,,
2099,MFGGF,MAGELLAN FINCL GRP OPT 27,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
2100,MGLLF,MAGELLAN FINCL GP LTD,Pink Current,9.0,,0,Foreign Ordinary Shares,,,
2101,FRTAF,FREENET AG ORD NAMEN AKT,Pink Current,22.7,,0,Foreign Ordinary Shares,,,
2102,FRTAY,FREENET AG UNSP/ADR,Pink Current,11.2,,0,ADRs,,,
2103,CTOUF,CHARTER HALL GRP STPL SEC,Pink Current,8.1,,23,Other Security Type,,,
2104,AJSCF,AJISEN CHINA HLDGS ORD,Pink Current,0.46,,0,Foreign Ordinary Shares,,,
2105,AJSCY,AJISEN CHINA HLD UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2106,HFAHF,NAVIGATOR GLOBAL INVTS,Pink Current,0.97,,0,Foreign Ordinary Shares,,,
2107,VCHLF,VALUE CONVERGENCE HLDGS,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
2108,WSZWF,WESIZWE PLATINUM ORD,Pink Current,0.0092,,0,Foreign Ordinary Shares,,,
2109,CMCLF,CMOC GROUP LTD H SHS,Pink Current,0.404685,-6.0402,7852,Foreign Ordinary Shares,,,
2110,OTTEF,OTTO ENERGY LTD ORD,Pink Current,0.0095,0.0,3400,Foreign Ordinary Shares,,,
2111,BYLOF,BIG YELLOW GROUP PLC ORD,Pink Current,11.77,-4.075,1519,Foreign Ordinary Shares,,,
2112,TPLKF,TEPLA AG ORD,Pink Current,14.05,20.4964,100,Foreign Ordinary Shares,,,
2113,XINXF,NEW WK SE,Pink Current,119.749083,,0,Foreign Ordinary Shares,,,
2114,UREQF,DEVEX RES LTD,Pink Current,0.45,,0,Foreign Ordinary Shares,,,
2115,DPMAY,DIPLOMA PLC UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2116,AFGYF,AFC ENERGY PLC ORD,Pink Current,0.21,,0,Foreign Ordinary Shares,,,
2117,KWGPF,KWG GROUP HLDGS LTD,Pink Current,0.179,,0,Foreign Ordinary Shares,,,
2118,SPNZF,SOUTH PORT NEW ZEALAND,Pink Current,5.7,,0,Foreign Ordinary Shares,,,
2119,SSMFF,SFC ENERGY AG,Pink Current,39.1,,2,Foreign Ordinary Shares,,,
2120,LKSGF,LUKS GROUP VIETNAM HLDGS,Pink Current,0.14,,0,Foreign Ordinary Shares,,,
2121,LKSGY,LUKS GROUP VIETNAM ADR,Pink Current,0.0,,0,ADRs,,,
2122,LNDLF,LANDORE RESOURCES LTD,Pink Current,0.4595,,0,Foreign Ordinary Shares,,,
2123,JPIVF,JPMORGAN INDIAN INVST TR,Pink Current,10.5,5.5276,200,Foreign Ordinary Shares,,,
2124,VHLGF,VALUETRONICS HLDGS ORD,Pink Current,0.4,,0,Foreign Ordinary Shares,,,
2125,NZSTF,NZX ORD,Pink Current,0.75,,0,Foreign Ordinary Shares,,,
2126,NZSTY,NZX UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2127,NDWTY,NETDRAGON WEBSFT UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2128,TLSMF,TALISMAN MINING LTD ORD,Pink Current,0.13,,0,Foreign Ordinary Shares,,,
2129,DRFS,DR. FOODS INC,Pink Current,0.0028,12.0,3297059,Common Stock,,,
2130,PCOLF,PACIFIC ONLINE LTD ORD,Pink Current,0.145,,0,Foreign Ordinary Shares,,,
2131,AZRMF,AZURE MINERALS LTD NEW,Pink Current,0.242,,0,Foreign Ordinary Shares,,,
2132,LSMLF,LODESTAR MINERALS LTD ORD,Pink Current,0.008,,0,Foreign Ordinary Shares,,,
2133,TPNTF,THIRD POINT OFFSHORE INVE,Pink Current,21.7,,0,Foreign Ordinary Shares,,,
2134,HSHPF,HILL & SMITH HOLDINGS,Pink Current,15.35,,0,Foreign Ordinary Shares,,,
2135,XSTLF,XSTATE RESOURCES LTD ORD,Pink Current,0.0005,,0,Foreign Ordinary Shares,,,
2136,GRRMF,GERRESHEIMER AG ORD,Pink Current,49.55,,0,Foreign Ordinary Shares,,,
2137,GRRMY,GERRESHEIMER AG AFR,Pink Current,0.0,,0,ADRs,,,
2138,BWNAF,SI6 METALS LTD,Pink Current,0.001,,0,Foreign Ordinary Shares,,,
2139,MHPSL,MHP SE GDR 144A,Pink Current,10.5101,,0,New York Registry Shs,,,
2140,MHPSY,MHP SA GDR REG S,Pink Current,4.33,,0,ADRs,,,
2141,DBXKF,XTRACKERS STOX 600 ETF 1C,Pink Current,124.2166,,0,ETFs,,,
2142,DBXRF,XTRACKERS MSCI JP ETF 1C,Pink Current,62.35,,0,ETFs,,,
2143,DBXXF,XTRACKERS STX GLBL ETF 1D,Pink Current,29.5548,,0,Foreign Ordinary Shares,,,
2144,DXMEF,XTRACKERS ERPE UCI ETF 1C,Pink Current,66.9535,,0,ETFs,,,
2145,XMSCF,XTRACKERS SWAP ETF 1C,Pink Current,0.0,,0,ETFs,,,
2146,XSGIF,XTRACKERS S&P GLO INFR,Pink Current,51.37,,0,ETFs,,,
2147,XSPUF,XTRACKERS S&P 500 SWAP,Pink Current,79.5202,,0,ETFs,,,
2148,XTCSF,XTRACKERS CSI300 1C ETF,Pink Current,0.0,,0,ETFs,,,
2149,XTTRF,XTRACKERS MSCI CHNA UCI,Pink Current,15.2,,0,ETFs,,,
2150,PRKWF,PARKWAY LIFE REIT UTS,Pink Current,3.21,,5,Fund,,,
2151,AGFXF,DEUTSCHE BK AGRI LONG ETN,Pink Current,12.5,,0,Other Security Type,,,
2152,BDDXF,DB BASE MTLS DBLE LONG,Pink Current,7.5201,,0,Other Security Type,,,
2153,BOMMF,DB BASE MTLS DBLE SHORT,Pink Current,4.89,,0,Other Security Type,,,
2154,BOSXF,DB BASE MTLS SHORT ETN,Pink Current,10.0,,0,Other Security Type,,,
2155,DAGXF,DEUTSCHE BK AGRI DBL LONG,Pink Current,3.75,0.0,1694,Other Security Type,,,
2156,DDPXF,DEUTSCHE BK CMMDTY SHORT,Pink Current,20.13,,0,Other Security Type,,,
2157,DYYXF,DEUTSCHE BK CMMDTY DB LNG,Pink Current,3.71,,0,Other Security Type,,,
2158,FIEGF,DEUT BK FI EHCD GLBAL ETN,Pink Current,200.0,,0,Other Security Type,,,
2159,OLOXF,DB CRUDE OIL LONG ETN,Pink Current,7.56,0.5319,200,Other Security Type,,,
2160,SZOXF,DB CRUDE OIL SHORT ETN,Pink Current,11.5,,0,Other Security Type,,,
2161,MANZF,MANZ AUTOMATION AG ORD,Pink Current,23.6643,,0,Foreign Ordinary Shares,,,
2162,ACITF,ASIAN CITRUS HLDGS ORD,Pink Current,0.05,,0,Foreign Ordinary Shares,,,
2163,PSHGY,POU SHENG INT HL UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2164,AIHLF,ADCOCK INGRAM HLDGS LTD,Pink Current,3.14,,0,Foreign Ordinary Shares,,,
2165,HLSTF,HALLENSTEIN G/H ORD,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
2166,PYIYF,PROPERTY FOR IND LTD,Pink Current,0.0,,0,Foreign Ordinary Shares,,,
2167,PYIYY,PROPERTY FOR IND UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2168,SKLUY,SKELLERUP HLDGS UNSP/ADR,Pink Current,29.7,,0,ADRs,,,
2169,SFHLF,SAF HOLLAND SE,Pink Current,9.5,,14,Foreign Ordinary Shares,,,
2170,MFGHF,MAINFREIGHT LTD ORD,Pink Current,42.51,,0,Foreign Ordinary Shares,,,
2171,BSSMF,GREENWING RES LTD,Pink Current,0.13,,0,Foreign Ordinary Shares,,,
2172,CGIUF,ESR LOGOS REIT UNIT,Pink Current,0.2756,,0,Fund,,,
2173,ULIHF,UNITED LABS INTL HLDG ORD,Pink Current,0.405,,0,Foreign Ordinary Shares,,,
2174,ULIHY,UNITED LABS I/H UNSP/ADR,Pink Current,0.0,,0,ADRs,,,
2175,MARZF,MARSTON'S PLC ORD,Pink Current,0.455,,0,Foreign Ordinary Shares,,,
2176,MRTPY,MARSTON'S PLC UNSP/ADR,Pink Current,4.52,,1,ADRs,,,
2177,DITHF,D S SMITH PLC,Pink Current,2.55,-17.2078,1000,Foreign Ordinary Shares,,,
