Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code
CSBB,CSB BANCORP INC OH,Pink Current,38.65,,0,Common Stock,USA,Ohio,"105,051,628",6022 - State commercial banks
UNVC,UNIVEC INC,Pink Current,0.0097,8.9888,1054267,Common Stock,USA,Maryland,"24,474,038","5122 - Drugs, proprietaries, and sundries"
PSCO,PROTOSOURCE CORP,Pink Current,0.02,,0,Common Stock,Malaysia,,"10,197,213",7373 - Computer integrated systems design
ANDC,ANDOVER BANCORP INC OH,Pink Current,20.0,0.0,300,Common Stock,USA,Ohio,"65,139,000",Not Available
EXCH,EXCHANGE BNCSHS INC GA,Pink Current,45.56,,0,Common Stock,USA,Georgia,"27,687,313",6022 - State commercial banks
FRFC,FIRST ROBINSON FNCL CORP,Pink Current,48.0,,50,Common Stock,USA,Illinois,"25,959,024",6021 - National commercial banks
SCYT,SECURITY BANCRP INC TN,Pink Current,60.0,,0,Common Stock,USA,Tennessee,"22,271,880",6035 - Federal savings institutions
FMCC,FREDDIE MAC,OTCQB,0.55,-0.0908,759028,Common Stock,USA,Virginia,"357,532,754",6111 - Federal and federally sponsored credit
PPBN,PINNACLE BANKSHARES CORP,OTCQX U.S. Premier,20.2,1.0,101,Common Stock,USA,Virginia,"44,005,417",6021 - National commercial banks
INIS,INTL ISOTOPES INC,OTCQB,0.04,-23.0769,421751,Common Stock,USA,Idaho,"20,592,695",3823 - Process control instruments
VRTC,VERITEC INC,Pink Current,0.03,,20,Common Stock,USA,Minnesota,"1,199,640","3679 - Electronic components, misc"
NUBC,NORTHUMBERLAND BANCORP,Pink Current,37.25,,0,Common Stock,USA,Pennsylvania,"48,866,711",6712 - Bank holding companies
SGBI,SANGUI BIOTECH INTL INC,OTCQB,0.008,,0,Common Stock,Germany,,"1,679,645",2834 - Pharmaceutical preparations
BIOQ,BIOQUAL INC,Pink Current,77.5,,0,Common Stock,USA,Maryland,"69,317,240",8731 - Commercial physical research
INTI,INHIBITOR THERAPTICS INC,OTCQB,0.045,-5.1633,4643,Common Stock,USA,Florida,"16,958,625",8731 - Commercial physical research
CFOO,CHINA FOODS HOLDINGS LTD,Pink Current,2.5,,0,Common Stock,China,Hong Kong,"50,630,773",2833 - Medicinal and botanicals
QTXB,QUANTRX BIOMEDICAL CORP,Pink Current,0.0057,21.2766,10000,Common Stock,USA,Oregon,"448,570",3841 - Surgical and medical instruments
ESMC,ESCALON MEDICAL CORP,OTCQB,0.093,,0,Common Stock,USA,Pennsylvania,"689,626",.
NANX,NANOPHASE TECHS CORP,OTCQB,2.39,0.0,7899,Common Stock,USA,Illinois,"117,383,265",.
BAOB,BARABOO BNCRPTN INC,Pink Current,3.75,,0,Common Stock,USA,Wisconsin,"34,938,154",.
HCBC,HIGH COUNTRY BANCORP INC,OTCQX U.S.,39.55,,0,Common Stock,USA,Colorado,"40,823,115",.
ACCR,ACCESS-POWER & CO INC,Pink Current,0.0026,0.0,9500,Common Stock,Canada,Ontario,"783,900",.
BZWR,BUSINESS WARRIOR CORP,OTCQB,0.0094,4.4444,20918,Common Stock,USA,Nevada,"4,464,824",.
MHTX,MANHATTAN SCIENTIFICS INC,OTCQB,0.0116,,0,Common Stock,USA,New York,"6,487,660",.
BTNY,BEITE ENERGY CORPORATION,Pink Current,0.405,-3.4565,5483,Common Stock,USA,Delaware,"9,483,075","5065 - Electronic parts and equipment, misc"
FSGB,FIRST FED SO CAROLINA FSB,Pink Current,11.16,,0,Common Stock,USA,South Carolina,"11,302,346",6035 - Federal savings institutions
CFTN,CLIFTON MINING CO,Pink Current,0.102,34.2105,3434,Common Stock,USA,Utah,"5,616,051",1000 - Metal Mining
MVCO,METAVESCO INC.,Pink Current,0.6,,0,Common Stock,USA,Georgia,"3,649,328",6199 - Finance Services
RHCO,READEN HOLDING CORP,Pink Current,0.03232,-19.2,6600,Common Stock,China,Hong Kong,"11,097,031","6799 - Investors, misc"
PBCO,PBCO FINANCIAL CORP,Pink Current,14.5,0.0,1073,Common Stock,USA,Oregon,"73,343,552","6029 - Commercial banks, misc"
NASB,NASB FINCL INC,OTCQX U.S. Premier,53.1,,12,Common Stock,USA,Missouri,"393,326,515",6035 - Federal savings institutions
CFOK,COMMUTY FIRST BNCRPTN SC,Pink Current,7.05,-2.7586,9469,Common Stock,USA,South Carolina,"38,878,515",6022 - State commercial banks
PTBS,POTOMAC BNCSHS INC,Pink Current,17.5,,10,Common Stock,USA,West Virginia,"72,529,818",6022 - State commercial banks
KRTL,KRTL HOLDING GROUP INC,Pink Current,0.06,5.2632,67778,Common Stock,USA,Colorado,"4,326,964",2086 - Bottled and canned soft drinks
CYFL,CENTURY FINCL CORP MI,Pink Current,28.5,,0,Common Stock,USA,Michigan,"50,558,459",6021 - National commercial banks
ACMC,AMER CHURCH MTGE CO,Pink Current,0.125,,0,Common Stock,USA,Minnesota,"209,575",6500 - Real Estate
CNRD,CONRAD INDUS INC,Pink Current,16.99,,0,Common Stock,USA,Louisiana,"119,807,109",3731 - Ship building and repairing
MTEI,MOUNTAIN ENERGY INC,Pink Current,0.0337,,0,Common Stock,USA,Texas,"913,165",2911 - Petroleum refining
THVB,THOMASVILLE BNCSHS INC,Pink Current,63.4,,0,Common Stock,USA,Georgia,"383,328,002",6021 - National commercial banks
ECSL,ECARE SOLUTIONS INC,Pink Current,0.7,-6.6667,3940,Common Stock,USA,Florida,"62,484,371",8000 - Services-Health Services
AAPJ,AAP INC,Pink Current,0.01,,0,Common Stock,USA,Wyoming,"1,824,781",100 - Agricultural Production-Crops
BLDV,BLUE DIAMOND VENTURES INC,Pink Current,0.0008,0.0,615500,Common Stock,USA,Illinois,"3,896,469",100 - Agricultural Production-Crops
ELTP,ELITE PHARMS INC,OTCQB,0.034,0.0,86584,Common Stock,USA,New Jersey,"34,473,113",2834 - Pharmaceutical preparations
IENT,IENTERTAINMENT NTWRK INC,Pink Current,0.0495,32.0,32500,Common Stock,USA,North Carolina,"6,472,561",7372 - Prepackaged software
LSFG,LIFESTORE FINCL GRP INC,Pink Current,47.0,,0,Common Stock,USA,North Carolina,"48,433,171",6021 - National commercial banks
MCPH,MIDLAND CAP HLDGS CORP,Pink Current,9.0,,4200,Common Stock,USA,Illinois,"3,353,400",6035 - Federal savings institutions
HDII,HYPERTENSION DIAGNSTCS,Pink Current,0.0039,-9.3023,51125,Common Stock,Canada,Ontario,"1,110,648",3841 - Surgical and medical instruments
TUXS,TUXIS CORP,Pink Current,3.15,0.0,350,Common Stock,USA,New York,"3,906,120",6500 - Real Estate
KRFG,KING RESOURCES INC,Pink Current,0.00095,-5.0,333887,Common Stock,Hong Kong,,"5,155,117","3612 - Transformers, except electric"
FNFI,FIRST NILES FINCL INC,Pink Current,9.25,2.7778,1100,Common Stock,USA,Ohio,"12,330,870",6035 - Federal savings institutions
FUTS,FUTURE SCIENCE HOLDINGS,Pink Current,0.0115,,0,Common Stock,USA,New York,"1,157,066",1000 - Metal Mining
TWCF,TOWN AND COUNTRY FINCL CP,Pink Current,34.5,-0.7194,395,Common Stock,USA,Illinois,"98,076,221",6712 - Bank holding companies
UBNC,UB BANCORP,OTCQX U.S. Premier,19.02,,10,Common Stock,USA,North Carolina,"113,742,967","6029 - Commercial banks, misc"
EFSG,ENTERPRISE FINL SVCS GP A,Pink Current,13.3,,0,Common Stock,USA,Pennsylvania,"15,481,852",6712 - Bank holding companies
TGLO,THEGLOBE.COM INC,Pink Current,0.472,22.2798,799089,Common Stock,USA,Texas,"208,378,783",7310 - Services-Advertising
AASP,GLOBAL ACQUISITIONS CORP,Pink Current,0.31,-6.0606,6226,Common Stock,USA,Nevada,"1,754,018",5900 - Retail-Miscellaneous Retail
CHIF,CHINA FOOD & BEVERAGE CO,Pink Current,0.131,,0,Common Stock,United Kingdom,England,"3,112,192","6799 - Investors, misc"
PNBI,PIONEER BANKSHARES INC,Pink Current,26.1,,0,Common Stock,USA,Virginia,"26,129,858",6021 - National commercial banks
ALRT,ALR TECHS INC,OTCQB,0.0418,0.0,5000,Common Stock,USA,Virginia,"23,072,214","3669 - Communications equipment, misc"
ASPZ,ASIA PPTYS INC,Pink Current,0.026,,0,Common Stock,USA,Wyoming,"1,919,303",1041 - Gold ores
MSBC,MISSION BANCORP,Pink Current,84.26,-2.0233,120,Common Stock,USA,California,"194,640,094",6021 - National commercial banks
IMCI,INFINITE GROUP INC,OTCQB,0.08,,0,Common Stock,USA,New York,"2,716,890",7372 - Prepackaged software
QSEP,QS ENERGY INC,Pink Current,0.087,-4.343,127369,Common Stock,USA,Nevada,"31,626,882",3533 - Oil and gas field machinery
PSGR,PERSHING RESOURCES CO INC,Pink Current,0.055,-21.4286,211186,Common Stock,USA,Nevada,"20,646,319",.
TIPS,TIANRONG INTERNET PROD SV,Pink Current,0.2095,-0.143,83187,Common Stock,United Kingdom,,"17,738,974",3390 - Miscellaneous Primary Metal Products
HGTXU,HUGOTON ROYALTY TR UBI,OTCQB,2.1,-9.8712,135300,Common Stock,USA,Texas,"84,000,000",6792 - Oil Royalty traders
CZBS,CITZNS BANCSHARES CORP,Pink Current,19.1,,0,Common Stock,USA,Georgia,"36,026,687",6022 - State commercial banks
AMBZ,AMER BUSINESS BK CA,OTCQX U.S. Premier,39.15,-0.2294,2774,Common Stock,USA,California,"349,886,251",6022 - State commercial banks
WAKE,WAKE FOREST BNCSHARES INC,Pink Current,17.05,,0,Common Stock,USA,North Carolina,"18,248,547",6035 - Federal savings institutions
CRMZ,CREDITRISKMONITOR.COM INC,OTCQX U.S.,2.1,4.4776,6547,Common Stock,USA,New York,"22,517,042",7323 - Credit reporting services
ICTY,EYECITY.COM INC,Pink Current,0.0005,0.0,6780000,Common Stock,USA,Florida,"4,276,483",1000 - Metal Mining
GMPW,GIVEMEPOWER CORP,Pink Current,0.21,32.0755,41214,Common Stock,USA,California,"9,196,489",6500 - Real Estate
KNOS,KRONOS ADVANCED TECHS INC,Pink Current,0.0092,-1.0753,20097,Common Stock,USA,West Virginia,"6,065,780",3564 - Blowers and fans
FMCB,FRMRS&MER BNCORP LODI CA,OTCQX U.S. Premier,960.0,0.4815,63,Common Stock,USA,California,"741,884,160",6021 - National commercial banks
HIRU,HIRU CORP,Pink Current,0.0038,-3.7975,11763986,Common Stock,USA,Arizona,"6,789,978","6799 - Investors, misc"
RDGA,RIDGEFIELD ACQUISTON CORP,Pink Current,3.25,,0,Common Stock,USA,Nevada,"9,297,512",6770 - Blank Checks
UTGN,UTG INC,Pink Current,33.28,,10,Common Stock,USA,Kentucky,"105,420,989",6311 - Life insurance
VPLM,VOIP PAL.COM INC,OTCQB,0.01195,2.5751,522300,Common Stock,USA,Texas,"23,720,724",3661 - Telephone and telegraph apparatus
QMCI,QUOTEMEDIA INC,OTCQB,0.17725,-1.5278,1000,Common Stock,USA,Arizona,"16,037,190","7389 - Business services, misc"
BXLC,BEXIL CORP,Pink Current,30.0,,0,Common Stock,USA,New York,"22,587,240","6726 - Investment offices, misc"
MFBP,M&F BANCORP INC,Pink Current,15.5,,10,Common Stock,USA,North Carolina,"30,689,613",6022 - State commercial banks
BYLB,BOYLE BNCRP (BOYLE KY),Pink Current,83.0001,-1.5303,150,Common Stock,USA,Kentucky,"72,048,984",6021 - National commercial banks
FBVI,FCN BANC (BROOKSVLLE IN),Pink Current,39.0,,0,Common Stock,USA,Indiana,"67,192,359",6021 - National commercial banks
FGFH,FORESIGHT FINCL GRP INC,OTCQX U.S. Premier,31.25,,40,Common Stock,USA,Illinois,"111,619,219",6712 - Bank holding companies
USNU,US NEUROSURGICAL HLDG INC,Pink Current,0.2,0.0,6496,Common Stock,USA,Maryland,"1,568,437","8093 - Specialty outpatient clinics, misc"
GTLL,GLOBAL TECHS LTD,Pink Current,0.0003,50.0,6655367,Common Stock,USA,Florida,"4,346,532",3663 - Radio and TV communications equipment
ORBT,ORBIT INTL CORP,Pink Current,6.64,,0,Common Stock,USA,New York,"23,386,558","3679 - Electronic components, misc"
ATGN,ALTIGEN COMMUNS INC,OTCQB,0.997,2.2302,21750,Common Stock,USA,California,"24,150,141",7373 - Computer integrated systems design
CBKM,CONSUMERS BANCORP INC,OTCQX U.S. Premier,20.02,,0,Common Stock,USA,Ohio,"61,255,975",6021 - National commercial banks
BKUTK,BANK OF UTICA NY NON VTG,Pink Current,401.05,0.01,5,Common Stock,USA,New York,"80,210,000",6022 - State commercial banks
TYFG,TRI COUNTY FINCL GRP CORP,OTCQX U.S. Premier,47.5,,0,Common Stock,USA,Illinois,"117,594,468",6022 - State commercial banks
MFGI,MERCHANTS FINCL GRP INC,Pink Current,27.0,,0,Common Stock,USA,Minnesota,"220,826,007",6021 - National commercial banks
AABB,ASIA BROADBAND INC,Pink Current,0.0454,-3.6093,6612575,Common Stock,USA,Nevada,"113,225,089",Not Available
EFIN,EASTERN MICH FINCL CORP,Pink Current,26.5,,38,Common Stock,USA,Michigan,"33,387,006","6029 - Commercial banks, misc"
FOTB,FIRST OTTOWA BANKSHARES,Pink Current,86.1,,0,Common Stock,USA,Illinois,"76,362,004",6021 - National commercial banks
JDVB,JD BANCSHARES INC,OTCQX U.S.,28.5,,0,Common Stock,USA,Louisiana,"97,158,210",6022 - State commercial banks
ASCN,ABSECON BANCORP,Pink Current,85.1001,,0,Common Stock,USA,New Jersey,"9,381,095",6021 - National commercial banks
JTNB,JTNB BANCORP INC,Pink Current,14.5,,0,Common Stock,USA,Pennsylvania,"13,688,479",6021 - National commercial banks
PFBX,PEOPLES FINCL CORP MISS,OTCQX U.S.,15.85,,73,Common Stock,USA,Mississippi,"74,149,248",6022 - State commercial banks
MDVT,MIDDLEBURY NATL CORP,Pink Current,37.0,,0,Common Stock,USA,Vermont,"35,520,000",Not Available
CSVI,COMPUTER SVCS INC,OTCQX U.S. Premier,56.15,-0.5314,190419,Common Stock,USA,Kentucky,"1,543,939,312",7374 - Data processing and preparation
FCPB,FIRST CAPITAL BNCSHS SC,Pink Current,7.7,0.0,300,Common Stock,USA,South Carolina,"49,929,572",6021 - National commercial banks
HRBK,HARBOR BANKSHARES CORP,Pink Current,10.1,,0,Common Stock,USA,Maryland,"11,582,933",.
PSBQ,PSB HOLDINGS INC (WI),OTCQX U.S. Premier,23.48,,0,Common Stock,USA,Wisconsin,"104,875,557",.
LBSI,LIBERTY BNCSHS INC (OH),Pink Current,72.0,,0,Common Stock,USA,Ohio,"65,309,616",.
TKOI,TELKONET INC,OTCQB,0.0264,0.0,31600,Common Stock,USA,Wisconsin,"7,899,204",.
FULO,FULLNET COMMUNS INC,Pink Current,0.6,27.7139,310,Common Stock,USA,Oklahoma,"11,516,252",.
LUMB,LUMBEE GUARANTY BK,OTCQX U.S.,10.45,,0,Common Stock,USA,North Carolina,"33,955,310",.
HARL,HARLEYSVILLE FINCL CORP,OTCQX U.S. Premier,24.8,,0,Common Stock,USA,Pennsylvania,"92,234,672",.
IPTK,AS-IP TECH INC,Pink Current,0.1,,0,Common Stock,USA,New York,"27,918,465",.
ISBA,ISABELLA BANK CORP,OTCQX U.S. Premier,22.0,1.2425,1076,Common Stock,USA,Michigan,"166,252,262",.
CZNL,CITZNS NATIONAL CORP KY,Pink Current,49.0,,0,Common Stock,USA,Kentucky,"48,750,247",6712 - Bank holding companies
LIVC,LIVE CURRENT MEDIA INC,OTCQB,0.27,-3.3989,23040,Common Stock,USA,California,"43,350,937","7389 - Business services, misc"
PNNX,PENNEXX FOODS INC,Pink Current,0.0981,0.3961,7500,Common Stock,USA,Florida,"5,583,030","7389 - Business services, misc"
FMBN,FRMRS&MER BNCSHS IOWA,Pink Current,29.77,,0,Common Stock,USA,Iowa,"8,014,411",6022 - State commercial banks
FNRN,FIRST NTHN COMMUNTY BNCRP,OTCQB,8.55,-1.1561,310,Common Stock,USA,California,"119,033,519",6035 - Federal savings institutions
MNAT,MARQUETTE NATL CORP,OTCQX U.S. Premier,28.5,2.8139,250,Common Stock,USA,Illinois,"124,131,408",6022 - State commercial banks
BWTX,BAKKEN WATER TRANSFER SER,Pink Current,0.022,-15.3846,6000,Common Stock,USA,North Dakota,"11,691,598","1389 - Oil and gas field services, misc"
MMMW,MASS MEGAWATTS WIND POWER,Pink Current,0.0175,-1.6301,615562,Common Stock,USA,Massachusetts,"2,410,880",4991 - Cogeneration Services & Small Power Producers
AMBK,AMER BANK INC (PA),Pink Current,17.0,,0,Common Stock,USA,Pennsylvania,"109,016,274",6021 - National commercial banks
MRCR,MORO CORP,Pink Current,1.3,,0,Common Stock,USA,Pennsylvania,"7,955,138",5051 - Metals service centers and offices
AEBMF,ANADOLU EFES BIRACK ORD,Pink Current,6.1199,,0,Common Stock,Turkey,,Not Available,.
TBTC,TABLE TRAC INC,OTCQX U.S.,3.85,-2.5316,6332,Common Stock,USA,Minnesota,"18,309,576",7990 - Services-Miscellaneous Amusement & Recreation
ENDPQ,ENDO INTL PLC ORD,Pink Current,0.1179,-6.0183,1943782,Common Stock,USA,Pennsylvania,"27,723,347",2834 - Pharmaceutical preparations
CZBC,CITZNS BNCRP CORVALLIS OR,Pink Current,12.35,,0,Common Stock,USA,Oregon,"69,454,807",6022 - State commercial banks
BHDB,BANK OF LABOR BANCSHARES,Pink Current,20.0,,0,Common Stock,USA,Kansas,"7,216,320",6022 - State commercial banks
CNBZ,CNB CORP MI,Pink Current,21.6,,0,Common Stock,USA,Michigan,"26,151,487",6021 - National commercial banks
FCOB,1ST COLONIAL BANCORP INC,Pink Current,11.92,0.0,2908,Common Stock,USA,New Jersey,"55,647,852",6021 - National commercial banks
PFLC,PACIFIC FINCL CORP,OTCQX U.S. Premier,10.56,,0,Common Stock,USA,Washington,"109,770,376",6712 - Bank holding companies
SOME,SOMERSET TR HOLDING CO,Pink Current,41.0,0.0,319,Common Stock,USA,Pennsylvania,"103,414,218",6021 - National commercial banks
CBFC,CNB FINCL SVCS INC,Pink Current,65.0,,0,Common Stock,USA,West Virginia,"24,745,370",6022 - State commercial banks
FMFG,FARMERS & MER BANCSHARES,Pink Current,21.75,-0.9563,700,Common Stock,USA,Maryland,"66,413,342","6036 - Savings institutions, except federal"
CCBC,CHINO COMML BANCORP (CA),Pink Current,12.66,0.0,1500,Common Stock,USA,California,"33,888,275",6021 - National commercial banks
CMHF,COMMUNITY HERITAGE FINCL,Pink Current,21.0,0.9615,5000,Common Stock,USA,Maryland,"47,277,720",6021 - National commercial banks
BABB,BAB INC,OTCQB,0.78,,91,Common Stock,USA,Illinois,"5,665,536",5812 - Eating places
IMTL,IMAGE PROTECT INC,Pink Current,0.0004,-11.1111,2219000,Common Stock,USA,New York,"1,733,157",7375 - Information retrieval
VPER,VIPER NETWORKS INC,Pink Current,0.0008,-5.8824,16554343,Common Stock,USA,Michigan,"4,526,878","7389 - Business services, misc"
BWTL,BOWLIN TRAVEL CENTERS INC,Pink Current,5.25,0.0,275,Common Stock,USA,New Mexico,"24,062,577","5999 - Miscellaneous retail stores, misc"
MDMN,MEDINAH MINERALS INC,Pink Current,0.0023,,0,Common Stock,USA,Indiana,"6,629,249",1000 - Metal Mining
CYSM,COMMUTY BANCORP SAN MAR,OTCQX U.S. Premier,10.74,,60,Common Stock,USA,California,"23,256,890",6022 - State commercial banks
ALSI,ATLAS RESOURCES INTL INC,Pink Current,0.0311,55.5,14200,Common Stock,USA,Utah,"1,950,413",9995 - Non-Operating Establishments
CCAJ,COASTAL CAPITAL ACQSTN CP,Pink Current,0.0034,9.6774,426878,Common Stock,USA,Florida,"3,229,113","6552 - Subdivisers and developers, misc"
UPDC,UPD HOLDING CORP.,Pink Current,0.021,,9,Common Stock,USA,Nevada,"4,094,632",6770 - Blank Checks
BORT,BANK OF BOTETOURT BUCH VA,Pink Current,27.84,,0,Common Stock,USA,Virginia,"53,955,312",6021 - National commercial banks
EKCS,ELECTRONIC CNTRL SEC INC,Pink Current,0.0498,,0,Common Stock,USA,New Jersey,"1,347,774","3669 - Communications equipment, misc"
RSCF,REFLECT SCIENTIFIC INC,OTCQB,0.069,0.0,56001,Common Stock,USA,Utah,"5,864,247",3821 - Laboratory apparatus and furniture
WDFN,WOODLANDS FINL SVCS CO,Pink Current,28.5,,0,Common Stock,USA,Pennsylvania,"39,699,588",6021 - National commercial banks
YUMM,YUMMIES INC,Pink Current,5.0,,1,Common Stock,Taiwan,,"2,248,132,500",6770 - Blank Checks
PCSV,PCS EDVENTURES!.COM INC,Pink Current,0.045,,0,Common Stock,USA,Idaho,"5,646,712",8200 - Services-Educational Services
VMCS,VISUALMED CLINICAL SLTNS,Pink Current,0.008,3.8961,536500,Common Stock,USA,Florida,"1,879,626",7373 - Computer integrated systems design
RSHN,RUSHNET INC,Pink Current,0.0024,0.0,6814425,Common Stock,USA,Georgia,"19,619,140","8748 - Business consulting, misc"
CBCYB,CENTRAL BANCO B NON VTG,Pink Current,620.0,,0,Common Stock,USA,Missouri,"1,779,440,300",Not Available
AHFI,ABSOLUTE HEALTH & FITNESS,Pink Current,0.021,,0,Common Stock,USA,Nevada,"1,766,331","6719 - Holding companies, misc"
GDSI,GLOBAL DIGITAL SLTNS INC,Pink Current,0.006,-22.0779,8855,Common Stock,USA,Florida,"4,759,013",2844 - Toilet preparations
SBOX,SUPERBOX INC,Pink Current,0.9,9.7561,29002,Common Stock,USA,New York,"34,082,999","6719 - Holding companies, misc"
CWBK,CW BANCORP,OTCQX U.S. Premier,32.5,-2.9851,1962,Common Stock,USA,California,"108,951,635",Not Available
BFCC,BANKFIRST CAP CORP,OTCQX U.S. Premier,38.0,,0,Common Stock,USA,Mississippi,"203,459,524",6022 - State commercial banks
PKTX,PROTOKINETIX INC,OTCQB,0.0345,,0,Common Stock,USA,Ohio,"10,677,640",2834 - Pharmaceutical preparations
GCLT,GAINCLIENTS INC,Pink Current,0.00515,-6.3636,799560,Common Stock,USA,Arizona,"1,779,425",7380 - Services-Miscellaneous Business Services
AMLH,AMER LEISURE HLDGS INC,Pink Current,0.0006,-14.2857,1614999,Common Stock,USA,Florida,"2,388,084","5999 - Miscellaneous retail stores, misc"
NIHK,VIDEO RIVER NETWORKS INC,Pink Current,0.028,0.7194,1000,Common Stock,USA,California,"5,106,374",6500 - Real Estate
ADMQ,ADM ENDEAVORS INC,OTCQB,0.0637,0.315,197616,Common Stock,USA,Texas,"9,787,642",7310 - Services-Advertising
CLHI,CLST HOLDINGS INC,Pink Current,0.0149,49.0,318287,Common Stock,USA,Wyoming,"356,844",7374 - Data processing and preparation
USCS,USCORP,Pink Current,0.0055,0.0,10000,Common Stock,Hong Kong,,"54,425,986","6719 - Holding companies, misc"
EDXC,ENDEXX CORP,Pink Current,0.077,1.3158,521613,Common Stock,USA,Arizona,"41,429,920",.
ORBN,OREGON BANCORP INC (OR),Pink Current,32.89,0.0,231,Common Stock,USA,Oregon,"80,731,564",.
KTHN,KATAHDIN BANKSHARES CORP,OTCQX U.S. Premier,23.35,-1.2685,501,Common Stock,USA,Maine,"77,211,258",.
DIVVZ,DIVALL INSD INC PPTYS 02,Pink Current,404.4,,0,Common Stock,USA,Kansas,Not Available,.
PVCT,PROVECTUS BIOPHARMS,OTCQB,0.052,5.5838,69846,Common Stock,USA,Tennessee,"21,813,850",2834 - Pharmaceutical preparations
LQMT,LIQUIDMETAL TECHS INC,OTCQB,0.08,1.2658,72778,Common Stock,USA,California,"73,382,812",2800 - Chemicals & Allied Products
ZMRK,ZALEMARK HOLDING CO INC,Pink Current,0.0018,,0,Common Stock,Canada,Ontario,"2,899,247",5944 - Jewelry stores
GRCGF,GUARDIAN CAP GROUP LTD,Pink Current,28.01,,0,Common Stock,Canada,Ontario,Not Available,Not Available
WBHC,WILSON BK HLDG CO,Pink Current,35.0,,0,Common Stock,USA,Tennessee,"401,049,180",6021 - National commercial banks
CNBL,CITZNS NATL BNCSHS BOSSIE,Pink Current,25.0,,0,Common Stock,USA,Louisiana,"164,861,925","6029 - Commercial banks, misc"
MRPT,MACREPORT.NET INC,Pink Current,0.061,-6.1538,5000,Common Stock,USA,New York,"1,095,599",7380 - Services-Miscellaneous Business Services
HUGPF,HUGO BOSS AG NA O N,Pink Current,50.66,,0,Common Stock,Germany,,"3,496,359,020",5651 - Family clothing stores
GLGI,GREYSTONE LOGISTICS INC,OTCQB,0.84,12.9032,22005,Common Stock,USA,Oklahoma,"23,991,409","3559 - Special industry machinery, misc"
BNET,BION ENVIR TECHS INC,OTCQB,1.44,5.8824,23995,Common Stock,USA,New York,"63,566,862",2870 - Agricultural Chemicals
EFSI,EAGLE FINCL SVCS INC,OTCQX U.S. Premier,36.98,,0,Common Stock,USA,Virginia,"129,066,524",6022 - State commercial banks
CTYP,COMMUTY BANKERS PA,Pink Current,8.75,,0,Common Stock,USA,Pennsylvania,"19,702,629","6029 - Commercial banks, misc"
